"cv.at","click.id","user.id","campaign.id"
"2015-04-27 06:56:33",656594,56122,"Campaign030"
"2015-04-27 13:33:24",1385659,30284,"Campaign005"
"2015-04-27 14:56:13",78663,71482,"Campaign060"
"2015-04-27 05:59:40",502695,126157,"Campaign047"
"2015-04-27 15:55:16",1655257,61867,"Campaign072"
"2015-04-27 15:55:19",1654104,61867,"Campaign040"
"2015-04-27 06:46:39",1207383,46728,"Campaign014"
"2015-04-27 00:08:01",15810,161673,"Campaign108"
"2015-04-27 21:51:11",2733739,4662,"Campaign080"
"2015-04-27 21:20:56",2290466,34959,"Campaign108"
"2015-04-27 21:33:43",2676728,107325,"Campaign079"
"2015-04-27 11:46:21",148909,67724,"Campaign103"
"2015-04-27 14:48:46",1522876,94031,"Campaign027"
"2015-04-27 01:14:40",3935194,150366,"Campaign027"
"2015-04-27 19:06:10",1751992,67517,"Campaign103"
"2015-04-27 22:43:28",2973223,57627,"Campaign027"
"2015-04-27 08:20:19",3678567,56000,"Campaign081"
"2015-04-27 21:22:28",2631084,165679,"Campaign103"
"2015-04-27 02:34:46",385839,128753,"Campaign044"
"2015-04-27 15:09:58",1360073,23128,"Campaign024"
"2015-04-27 00:17:21",57976,8955,"Campaign008"
"2015-04-27 22:22:21",2891895,65311,"Campaign131"
"2015-04-27 23:47:35",2991961,65311,"Campaign131"
"2015-04-27 19:21:34",2969163,108543,"Campaign047"
"2015-04-27 18:32:46",1612670,18181,"Campaign039"
"2015-04-27 02:03:42",3057309,109465,"Campaign005"
"2015-04-27 12:08:24",1263287,27466,"Campaign074"
"2015-04-27 00:31:20",104603,137948,"Campaign025"
"2015-04-27 18:49:26",2093993,72393,"Campaign088"
"2015-04-27 10:06:27",1529691,156952,"Campaign010"
"2015-04-27 08:16:20",821934,36204,"Campaign088"
"2015-04-27 01:14:12",225009,140373,"Campaign131"
"2015-04-27 13:33:18",1282837,143479,"Campaign103"
"2015-04-27 16:40:21",1751209,143479,"Campaign103"
"2015-04-27 23:31:21",3189906,133129,"Campaign106"
"2015-04-27 23:31:21",3083250,133129,"Campaign106"
"2015-04-27 16:43:22",994488,168828,"Campaign038"
"2015-04-27 17:31:17",1866932,85015,"Campaign103"
"2015-04-27 20:50:42",2327276,85015,"Campaign103"
"2015-04-27 23:28:18",3176117,60660,"Campaign103"
"2015-04-27 23:55:17",3279808,60660,"Campaign103"
"2015-04-27 20:05:52",2329896,36004,"Campaign067"
"2015-04-27 15:49:19",1639920,34000,"Campaign131"
"2015-04-27 19:44:13",2240872,145185,"Campaign001"
"2015-04-27 21:56:24",2763781,89684,"Campaign027"
"2015-04-27 15:04:22",1552991,60390,"Campaign103"
"2015-04-27 02:52:52",408195,8694,"Campaign070"
"2015-04-27 00:30:33",1178039,132188,"Campaign001"
"2015-04-27 18:07:18",1965375,142258,"Campaign040"
"2015-04-27 22:53:47",2499760,86121,"Campaign010"
"2015-04-27 21:46:25",2641986,107517,"Campaign103"
"2015-04-27 21:58:32",2777694,158048,"Campaign040"
"2015-04-27 23:24:25",3072721,37415,"Campaign090"
"2015-04-27 19:26:32",2010859,141025,"Campaign090"
"2015-04-27 21:52:00",3320412,20141,"Campaign018"
"2015-04-27 21:50:57",2738518,115907,"Campaign027"
"2015-04-27 16:55:21",1784848,148669,"Campaign103"
"2015-04-27 00:01:46",2305381,117695,"Campaign002"
"2015-04-27 15:43:28",1601157,91405,"Campaign039"
"2015-04-27 13:01:10",1163608,17178,"Campaign074"
"2015-04-27 00:00:02",3855344,100855,"Campaign103"
"2015-04-27 14:16:18",1460539,151980,"Campaign103"
"2015-04-27 18:43:27",2069585,151980,"Campaign103"
"2015-04-27 22:20:17",2239576,132749,"Campaign024"
"2015-04-27 09:41:42",960891,127598,"Campaign024"
"2015-04-27 20:25:16",2404308,113112,"Campaign057"
"2015-04-27 06:54:10",650423,112324,"Campaign121"
"2015-04-27 16:54:55",1503707,61894,"Campaign121"
"2015-04-27 23:58:36",3301665,65344,"Campaign116"
"2015-04-27 22:46:20",2987871,40196,"Campaign131"
"2015-04-27 21:09:24",2574073,150558,"Campaign068"
"2015-04-27 20:55:17",2509030,44188,"Campaign016"
"2015-04-27 18:25:01",3168424,68614,"Campaign055"
"2015-04-27 21:09:34",2360583,49518,"Campaign116"
"2015-04-27 17:01:18",1800756,79337,"Campaign103"
"2015-04-27 21:22:20",1221914,163114,"Campaign041"
"2015-04-27 18:02:31",1948955,159364,"Campaign098"
"2015-04-27 02:34:54",386881,45601,"Campaign095"
"2015-04-27 15:33:53",1318038,51968,"Campaign094"
"2015-04-27 09:48:12",142159,26512,"Campaign042"
"2015-04-27 09:48:12",142159,36992,"Campaign042"
"2015-04-27 17:55:16",1931929,161309,"Campaign040"
"2015-04-27 17:55:20",1931945,161309,"Campaign014"
"2015-04-27 12:28:25",1240147,101762,"Campaign085"
"2015-04-27 13:25:18",1368290,101762,"Campaign085"
"2015-04-27 16:06:50",1578249,101762,"Campaign085"
"2015-04-27 19:58:19",2306647,98268,"Campaign020"
"2015-04-27 22:16:17",2858080,98268,"Campaign020"
"2015-04-27 23:18:03",2011100,25674,"Campaign027"
"2015-04-27 06:34:09",616716,52557,"Campaign047"
"2015-04-27 06:34:09",616716,128652,"Campaign047"
"2015-04-27 17:19:49",4047961,135655,"Campaign090"
"2015-04-27 02:25:08",370135,45140,"Campaign025"
"2015-04-27 21:06:34",1090984,135647,"Campaign107"
"2015-04-27 05:29:49",526741,13370,"Campaign001"
"2015-04-27 05:29:49",526741,28785,"Campaign001"
"2015-04-27 17:35:58",978536,13370,"Campaign012"
"2015-04-27 17:35:58",978536,28785,"Campaign012"
"2015-04-27 06:19:10",504500,92842,"Campaign016"
"2015-04-27 22:49:25",3003343,17745,"Campaign103"
"2015-04-27 23:07:18",3079445,17745,"Campaign103"
"2015-04-27 15:01:20",1543472,23609,"Campaign047"
"2015-04-27 17:16:15",1834720,23609,"Campaign047"
"2015-04-27 17:16:18",1829964,23609,"Campaign047"
"2015-04-27 17:16:19",1834504,23609,"Campaign047"
"2015-04-27 17:16:22",1834466,23609,"Campaign047"
"2015-04-27 18:03:31",1831559,23609,"Campaign047"
"2015-04-27 18:46:15",2078138,23609,"Campaign047"
"2015-04-27 18:49:24",2088146,23609,"Campaign047"
"2015-04-27 19:08:42",2124273,163280,"Campaign131"
"2015-04-27 22:06:02",2812485,76351,"Campaign131"
"2015-04-27 02:08:18",342063,70509,"Campaign079"
"2015-04-27 13:18:56",1252065,77389,"Campaign002"
"2015-04-27 02:41:42",3210207,58393,"Campaign131"
"2015-04-27 22:38:44",2954346,64020,"Campaign068"
"2015-04-27 18:09:38",908512,21906,"Campaign012"
"2015-04-27 02:00:12",59595,4119,"Campaign053"
"2015-04-27 15:39:25",1607011,155712,"Campaign116"
"2015-04-27 16:46:21",1762995,60773,"Campaign057"
"2015-04-27 12:41:18",1734000,12806,"Campaign033"
"2015-04-27 15:55:37",1656864,67395,"Campaign010"
"2015-04-27 18:53:01",1941407,38925,"Campaign008"
"2015-04-27 00:23:12",81109,12847,"Campaign053"
"2015-04-27 18:34:03",884385,91907,"Campaign001"
"2015-04-27 00:16:59",36285,48188,"Campaign049"
"2015-04-27 08:22:15",834449,5516,"Campaign132"
"2015-04-27 14:34:17",1543324,39302,"Campaign079"
"2015-04-27 19:35:37",1815730,165237,"Campaign030"
"2015-04-27 02:28:46",284073,71616,"Campaign082"
"2015-04-27 02:00:03",331430,80059,"Campaign115"
"2015-04-27 16:22:39",1534461,107976,"Campaign107"
"2015-04-27 08:22:00",102511,137563,"Campaign123"
"2015-04-27 12:03:12",1181265,137563,"Campaign090"
"2015-04-27 23:36:17",3208999,101736,"Campaign053"
"2015-04-27 19:11:43",2161434,107458,"Campaign116"
"2015-04-27 22:08:05",2829699,116007,"Campaign027"
"2015-04-27 22:58:14",1952009,30932,"Campaign116"
"2015-04-27 13:10:31",1321009,4796,"Campaign008"
"2015-04-27 18:33:33",1546139,151323,"Campaign042"
"2015-04-27 18:16:24",1985244,114509,"Campaign131"
"2015-04-27 23:48:11",3093254,25793,"Campaign124"
"2015-04-27 23:49:21",3255183,130301,"Campaign103"
"2015-04-27 23:27:45",1953656,47039,"Campaign027"
"2015-04-27 14:57:19",1540969,93016,"Campaign115"
"2015-04-27 23:07:19",3079569,119715,"Campaign040"
"2015-04-27 23:15:06",307862,137045,"Campaign074"
"2015-04-27 19:23:58",1974763,30703,"Campaign103"
"2015-04-27 16:59:23",3805679,151989,"Campaign029"
"2015-04-27 20:53:31",3183203,59850,"Campaign036"
"2015-04-27 19:49:38",2268072,158314,"Campaign090"
"2015-04-27 21:27:39",1967614,80700,"Campaign098"
"2015-04-27 15:22:45",1590178,54740,"Campaign119"
"2015-04-27 22:36:49",3434030,161087,"Campaign048"
"2015-04-27 11:58:11",1179131,3456,"Campaign014"
"2015-04-27 17:04:34",3576626,66897,"Campaign090"
"2015-04-27 21:24:03",3553315,85110,"Campaign104"
"2015-04-27 07:52:12",773946,125783,"Campaign115"
"2015-04-27 12:06:25",1521157,128749,"Campaign012"
"2015-04-27 18:29:33",1894780,29533,"Campaign001"
"2015-04-27 05:44:56",471574,51480,"Campaign005"
"2015-04-27 22:01:42",2796679,32338,"Campaign115"
"2015-04-27 08:58:10",895242,8336,"Campaign103"
"2015-04-27 17:40:25",1890150,8336,"Campaign103"
"2015-04-27 22:46:27",2993192,156604,"Campaign052"
"2015-04-27 16:07:16",1678777,70662,"Campaign014"
"2015-04-27 00:25:55",4032621,125238,"Campaign080"
"2015-04-27 09:14:17",921819,30029,"Campaign055"
"2015-04-27 16:34:19",1735168,39453,"Campaign027"
"2015-04-27 06:25:16",601356,89458,"Campaign031"
"2015-04-27 19:46:32",2021967,161455,"Campaign049"
"2015-04-27 00:55:22",180930,134737,"Campaign103"
"2015-04-27 05:58:15",564038,134737,"Campaign103"
"2015-04-27 12:58:25",1316456,134737,"Campaign103"
"2015-04-27 13:04:15",1325849,134737,"Campaign103"
"2015-04-27 22:37:29",2952023,99952,"Campaign088"
"2015-04-27 20:58:21",2530891,94403,"Campaign088"
"2015-04-27 21:13:24",2590899,94403,"Campaign088"
"2015-04-27 22:17:17",2624060,94403,"Campaign088"
"2015-04-27 13:09:08",1029597,40360,"Campaign010"
"2015-04-27 19:19:55",2184712,156787,"Campaign098"
"2015-04-27 16:32:24",1678320,6675,"Campaign055"
"2015-04-27 00:46:20",156058,66586,"Campaign020"
"2015-04-27 00:52:40",4058821,66586,"Campaign020"
"2015-04-27 00:07:45",3794312,45790,"Campaign044"
"2015-04-27 21:51:18",2266240,22467,"Campaign027"
"2015-04-27 07:46:09",758562,11347,"Campaign047"
"2015-04-27 11:14:40",1008920,11347,"Campaign047"
"2015-04-27 12:34:20",1258605,11347,"Campaign047"
"2015-04-27 09:57:38",756059,118346,"Campaign116"
"2015-04-27 12:34:18",498366,23683,"Campaign121"
"2015-04-27 17:36:28",3068990,99433,"Campaign012"
"2015-04-27 21:48:07",2712520,166174,"Campaign124"
"2015-04-28 11:28:17",1153684,118462,"Campaign103"
"2015-04-28 12:39:35",2028385,62772,"Campaign065"
"2015-04-28 22:20:04",2877542,157999,"Campaign117"
"2015-04-28 22:34:21",2933450,157999,"Campaign117"
"2015-04-28 23:13:20",3095556,157999,"Campaign117"
"2015-04-28 23:40:41",1727332,30386,"Campaign027"
"2015-04-28 20:39:18",2463092,8170,"Campaign023"
"2015-04-28 23:17:40",3071892,40835,"Campaign107"
"2015-04-28 09:53:05",79768,79559,"Campaign076"
"2015-04-28 09:50:24",2304746,21693,"Campaign074"
"2015-04-28 09:58:45",144714,21693,"Campaign038"
"2015-04-28 01:13:14",222354,93411,"Campaign115"
"2015-04-28 13:22:22",1385873,93411,"Campaign115"
"2015-04-28 22:41:21",1245924,139455,"Campaign122"
"2015-04-28 17:12:23",1283697,137575,"Campaign090"
"2015-04-28 23:34:05",3173283,128428,"Campaign002"
"2015-04-28 20:40:33",2467967,156463,"Campaign103"
"2015-04-28 17:22:59",1116359,23921,"Campaign012"
"2015-04-28 00:19:40",3573008,128914,"Campaign033"
"2015-04-28 17:34:16",1826106,19885,"Campaign086"
"2015-04-28 17:19:29",1388693,139757,"Campaign090"
"2015-04-28 17:25:26",1872288,89793,"Campaign029"
"2015-04-28 12:26:50",390244,108833,"Campaign074"
"2015-04-28 11:40:39",138580,33964,"Campaign002"
"2015-04-28 17:10:06",1844185,136983,"Campaign001"
"2015-04-28 21:01:30",2546055,130223,"Campaign103"
"2015-04-28 21:49:28",2743913,130223,"Campaign103"
"2015-04-28 22:05:23",2592721,130223,"Campaign103"
"2015-04-28 22:07:20",2823403,130223,"Campaign103"
"2015-04-28 00:00:31",3309415,107880,"Campaign003"
"2015-04-28 11:49:21",1187312,111269,"Campaign014"
"2015-04-28 10:04:13",1018464,163520,"Campaign025"
"2015-04-28 17:04:16",1830651,163520,"Campaign014"
"2015-04-28 18:07:25",1991563,163520,"Campaign014"
"2015-04-28 21:09:50",642407,114429,"Campaign056"
"2015-04-28 22:02:46",2473910,17634,"Campaign033"
"2015-04-28 01:13:23",2565135,58443,"Campaign055"
"2015-04-28 13:01:48",1237148,78424,"Campaign049"
"2015-04-28 16:10:54",1646784,165551,"Campaign080"
"2015-04-28 21:05:49",2546086,75313,"Campaign030"
"2015-04-28 13:18:38",1625776,169459,"Campaign010"
"2015-04-28 20:07:29",2354033,120319,"Campaign020"
"2015-04-28 00:40:20",131802,49075,"Campaign103"
"2015-04-28 19:52:26",2305717,49075,"Campaign103"
"2015-04-28 21:25:55",2351408,49075,"Campaign010"
"2015-04-28 23:57:45",3018949,49075,"Campaign103"
"2015-04-28 08:14:58",830029,167143,"Campaign075"
"2015-04-28 07:13:25",695106,49335,"Campaign020"
"2015-04-28 20:42:46",1251664,154874,"Campaign024"
"2015-04-28 13:49:58",1375091,87649,"Campaign133"
"2015-04-28 08:01:31",88681,143542,"Campaign046"
"2015-04-28 18:49:25",2112538,101077,"Campaign016"
"2015-04-28 21:45:25",2238462,114600,"Campaign073"
"2015-04-28 20:10:27",2358310,116850,"Campaign057"
"2015-04-28 01:31:38",257761,114473,"Campaign043"
"2015-04-28 13:33:37",1897511,102464,"Campaign121"
"2015-04-28 04:21:35",2825855,126611,"Campaign055"
"2015-04-28 21:02:20",1351645,86597,"Campaign108"
"2015-04-28 11:07:15",1043517,130687,"Campaign103"
"2015-04-28 18:31:06",1497079,133183,"Campaign075"
"2015-04-28 20:24:40",2412546,110150,"Campaign079"
"2015-04-28 15:07:17",1582851,46935,"Campaign131"
"2015-04-28 22:19:19",2870270,46935,"Campaign131"
"2015-04-28 19:50:15",2274351,2198,"Campaign126"
"2015-04-28 12:19:24",1240098,10488,"Campaign131"
"2015-04-28 20:10:22",2403275,124299,"Campaign014"
"2015-04-28 17:41:02",1920866,67674,"Campaign073"
"2015-04-28 01:19:15",235829,49580,"Campaign088"
"2015-04-28 13:38:44",1399053,28533,"Campaign103"
"2015-04-28 20:02:56",2349393,69319,"Campaign011"
"2015-04-28 07:40:28",755616,107862,"Campaign053"
"2015-04-28 06:32:27",2547245,13340,"Campaign129"
"2015-04-28 20:25:33",2242858,52018,"Campaign131"
"2015-04-28 14:04:02",1353621,150091,"Campaign090"
"2015-04-28 17:51:10",1045258,124406,"Campaign014"
"2015-04-28 15:37:53",1637842,148244,"Campaign090"
"2015-04-28 23:22:11",1405031,11720,"Campaign001"
"2015-04-28 02:18:18",348214,95570,"Campaign088"
"2015-04-28 21:04:56",3328814,160571,"Campaign002"
"2015-04-28 20:49:24",886180,26583,"Campaign010"
"2015-04-28 22:20:12",2869148,29184,"Campaign053"
"2015-04-28 00:23:56",390160,95651,"Campaign070"
"2015-04-28 16:58:17",1819420,130847,"Campaign103"
"2015-04-28 21:28:28",2657193,67208,"Campaign014"
"2015-04-28 22:02:02",2712851,67208,"Campaign014"
"2015-04-28 12:52:35",1328004,4323,"Campaign103"
"2015-04-28 12:43:30",1301109,30127,"Campaign103"
"2015-04-28 14:12:14",1477711,161208,"Campaign131"
"2015-04-28 20:54:07",2518438,130041,"Campaign096"
"2015-04-28 14:18:38",2396596,48307,"Campaign012"
"2015-04-28 16:41:11",1884470,164726,"Campaign133"
"2015-04-28 11:09:28",2854109,18047,"Campaign090"
"2015-04-28 23:48:36",2748460,120456,"Campaign131"
"2015-04-28 20:54:38",2053074,38877,"Campaign121"
"2015-04-28 17:34:42",1572952,136863,"Campaign027"
"2015-04-28 17:57:39",1969492,49249,"Campaign010"
"2015-04-28 01:25:23",3299954,985,"Campaign133"
"2015-04-28 20:28:24",2423260,144350,"Campaign002"
"2015-04-28 23:44:50",2971633,30302,"Campaign020"
"2015-04-28 14:14:52",744865,68124,"Campaign097"
"2015-04-28 06:07:11",568559,126157,"Campaign047"
"2015-04-28 22:22:18",2882394,137240,"Campaign088"
"2015-04-28 14:00:41",225010,44758,"Campaign001"
"2015-04-28 22:59:17",3027991,110764,"Campaign053"
"2015-04-28 20:35:43",2427983,53726,"Campaign129"
"2015-04-28 19:29:38",22256,68463,"Campaign018"
"2015-04-28 19:45:19",3217819,119309,"Campaign010"
"2015-04-28 00:29:27",2355895,80322,"Campaign049"
"2015-04-28 21:13:25",2592898,137558,"Campaign103"
"2015-04-28 23:33:14",2924060,119842,"Campaign131"
"2015-04-28 00:05:09",1038762,49105,"Campaign016"
"2015-04-28 07:57:52",3132584,154961,"Campaign074"
"2015-04-28 17:04:52",1281725,93372,"Campaign012"
"2015-04-28 19:47:59",2293182,102539,"Campaign027"
"2015-04-28 18:18:31",1993838,82208,"Campaign115"
"2015-04-28 15:51:40",1594949,94823,"Campaign111"
"2015-04-28 17:41:59",1917954,56000,"Campaign114"
"2015-04-28 22:04:15",1711002,59419,"Campaign103"
"2015-04-28 19:00:55",2021574,23156,"Campaign077"
"2015-04-28 09:54:01",962225,8006,"Campaign076"
"2015-04-28 12:55:22",1250919,39272,"Campaign131"
"2015-04-28 09:37:14",973094,28527,"Campaign088"
"2015-04-28 13:01:24",1347153,87636,"Campaign103"
"2015-04-28 13:10:24",1363996,87636,"Campaign103"
"2015-04-28 13:38:32",1418795,47389,"Campaign075"
"2015-04-28 13:28:24",1398950,7702,"Campaign131"
"2015-04-28 13:10:42",1268568,20459,"Campaign055"
"2015-04-28 21:29:50",2291861,6005,"Campaign098"
"2015-04-28 15:19:18",1611005,28255,"Campaign115"
"2015-04-28 15:19:21",1530208,28255,"Campaign115"
"2015-04-28 17:55:31",1938166,91844,"Campaign103"
"2015-04-28 13:22:59",1375349,140069,"Campaign036"
"2015-04-28 20:10:18",541455,115143,"Campaign044"
"2015-04-28 06:57:38",292964,27888,"Campaign002"
"2015-04-28 09:25:15",956391,85015,"Campaign103"
"2015-04-28 09:28:17",959730,85015,"Campaign103"
"2015-04-28 10:42:51",2934957,25028,"Campaign070"
"2015-04-28 00:28:22",90118,33217,"Campaign052"
"2015-04-28 05:00:38",2472690,36553,"Campaign024"
"2015-04-28 20:03:50",2342440,114140,"Campaign075"
"2015-04-28 12:13:19",3333366,27623,"Campaign024"
"2015-04-28 15:29:05",1627128,27623,"Campaign024"
"2015-04-28 15:24:50",1103002,161476,"Campaign097"
"2015-04-28 01:55:40",2512067,81358,"Campaign126"
"2015-04-28 03:19:05",419753,107517,"Campaign103"
"2015-04-28 03:22:05",422961,107517,"Campaign103"
"2015-04-28 04:22:07",470735,107517,"Campaign103"
"2015-04-28 11:55:24",1196632,158048,"Campaign014"
"2015-04-28 07:34:28",248823,165549,"Campaign098"
"2015-04-28 20:43:41",1955701,33953,"Campaign014"
"2015-04-28 22:02:06",2698665,48459,"Campaign041"
"2015-04-28 07:56:14",788281,2765,"Campaign079"
"2015-04-28 02:27:26",359297,45277,"Campaign053"
"2015-04-28 21:58:24",2783487,96835,"Campaign053"
"2015-04-28 09:28:44",3240959,32970,"Campaign019"
"2015-04-28 15:27:13",1626112,2176,"Campaign097"
"2015-04-28 15:34:14",1229884,17178,"Campaign074"
"2015-04-28 12:09:44",1222205,111353,"Campaign027"
"2015-04-28 20:51:06",1871331,140878,"Campaign017"
"2015-04-28 20:50:57",2446332,2635,"Campaign010"
"2015-04-28 21:44:48",2714544,16732,"Campaign055"
"2015-04-28 17:50:16",1917519,38560,"Campaign103"
"2015-04-28 07:22:24",710286,24418,"Campaign053"
"2015-04-28 01:43:46",282370,153813,"Campaign024"
"2015-04-28 20:19:42",1909974,154157,"Campaign131"
"2015-04-28 00:11:29",243470,86067,"Campaign101"
"2015-04-28 07:59:48",503687,100990,"Campaign090"
"2015-04-28 23:51:05",896279,61750,"Campaign039"
"2015-04-28 17:43:29",896188,48291,"Campaign115"
"2015-04-28 22:10:20",2819123,48291,"Campaign115"
"2015-04-28 15:13:25",1596998,101762,"Campaign085"
"2015-04-28 13:47:07",959369,154865,"Campaign107"
"2015-04-28 12:04:20",1212718,45140,"Campaign025"
"2015-04-28 23:43:49",3221373,45140,"Campaign072"
"2015-04-28 00:56:11",1248786,76550,"Campaign107"
"2015-04-28 01:02:00",1450130,76550,"Campaign107"
"2015-04-28 19:38:13",2498601,28300,"Campaign001"
"2015-04-28 17:42:56",2642183,123663,"Campaign111"
"2015-04-28 14:01:15",1370326,27919,"Campaign040"
"2015-04-28 12:32:55",1399416,81794,"Campaign042"
"2015-04-28 22:18:37",2642374,139550,"Campaign131"
"2015-04-28 18:07:26",1991628,150929,"Campaign088"
"2015-04-28 01:52:54",1497410,60460,"Campaign079"
"2015-04-28 20:42:36",2474816,27354,"Campaign053"
"2015-04-28 11:13:17",224353,20896,"Campaign103"
"2015-04-28 09:49:16",993789,17745,"Campaign103"
"2015-04-28 09:22:14",950702,23609,"Campaign047"
"2015-04-28 12:25:25",1257055,23609,"Campaign047"
"2015-04-28 12:25:33",1256322,23609,"Campaign047"
"2015-04-28 13:12:01",1257264,23609,"Campaign047"
"2015-04-28 13:12:05",1257769,23609,"Campaign047"
"2015-04-28 10:31:20",1065323,147714,"Campaign025"
"2015-04-28 03:52:04",447525,20532,"Campaign047"
"2015-04-28 16:43:23",1382224,12222,"Campaign025"
"2015-04-28 18:22:27",2035441,21906,"Campaign012"
"2015-04-28 22:50:04",2998175,116807,"Campaign020"
"2015-04-28 12:28:06",1258058,3479,"Campaign027"
"2015-04-28 02:12:56",2647056,162253,"Campaign097"
"2015-04-28 07:26:14",2380298,62420,"Campaign091"
"2015-04-28 22:27:24",2253328,36457,"Campaign001"
"2015-04-28 11:52:24",1192159,7282,"Campaign052"
"2015-04-28 18:00:41",1964997,151368,"Campaign027"
"2015-04-28 19:54:07",2631774,51240,"Campaign010"
"2015-04-28 07:38:33",518392,65233,"Campaign082"
"2015-04-28 18:26:27",1494487,113421,"Campaign132"
"2015-04-28 07:26:44",2069387,25429,"Campaign027"
"2015-04-28 22:03:07",2724171,15176,"Campaign052"
"2015-04-28 18:07:30",1827308,76252,"Campaign131"
"2015-04-28 20:13:23",2372620,132117,"Campaign132"
"2015-04-28 14:17:48",437218,74285,"Campaign108"
"2015-04-28 10:11:30",2977821,7230,"Campaign027"
"2015-04-28 19:44:03",2096086,7230,"Campaign027"
"2015-04-28 13:10:23",1365648,36952,"Campaign016"
"2015-04-28 01:37:10",278545,89287,"Campaign103"
"2015-04-28 01:40:08",283518,89287,"Campaign103"
"2015-04-28 21:05:04",2566094,8011,"Campaign102"
"2015-04-28 15:29:55",1607592,41435,"Campaign123"
"2015-04-28 15:05:05",1579394,63390,"Campaign030"
"2015-04-28 00:48:51",3255502,130301,"Campaign103"
"2015-04-28 05:51:33",547450,92660,"Campaign098"
"2015-04-28 19:31:38",2236027,158262,"Campaign080"
"2015-04-28 20:12:46",2360230,117639,"Campaign030"
"2015-04-28 19:01:34",2416935,137054,"Campaign090"
"2015-04-28 00:15:49",3129502,119715,"Campaign014"
"2015-04-28 22:22:19",2879391,119715,"Campaign025"
"2015-04-28 22:31:47",2685065,119715,"Campaign025"
"2015-04-28 08:13:11",825589,116456,"Campaign025"
"2015-04-28 08:13:19",824061,116456,"Campaign072"
"2015-04-28 18:09:07",1939693,116400,"Campaign027"
"2015-04-28 19:40:07",2261822,38269,"Campaign008"
