0 1:52 2:2 3:0 4:1 5:0 6:113 7:0 8:1 9:0 10:5 11:0 12:127 13:1 14:-1 15:0 16:0
0 1:46 2:0 3:1 4:1 5:0 6:-246 7:0 8:0 9:0 10:5 11:0 12:255 13:2 14:-1 15:0 16:0
0 1:36 2:1 3:1 4:1 5:0 6:265 7:0 8:1 9:0 10:5 11:0 12:348 13:1 14:-1 15:0 16:0
0 1:57 2:1 3:0 4:1 5:0 6:839 7:1 8:1 9:0 10:5 11:0 12:225 13:1 14:-1 15:0 16:0
0 1:49 2:0 3:0 4:0 5:0 6:378 7:0 8:0 9:0 10:5 11:0 12:230 13:1 14:-1 15:0 16:0
0 1:60 2:6 3:0 4:1 5:0 6:39 7:0 8:1 9:0 10:5 11:0 12:208 13:1 14:-1 15:0 16:0
0 1:59 2:3 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:226 13:1 14:-1 15:0 16:0
0 1:51 2:0 3:0 4:0 5:0 6:10635 7:0 8:0 9:0 10:5 11:0 12:336 13:1 14:-1 15:0 16:0
0 1:57 2:1 3:2 4:1 5:0 6:63 7:0 8:0 9:0 10:5 11:0 12:242 13:1 14:-1 15:0 16:0
0 1:25 2:3 3:0 4:1 5:0 6:-7 7:0 8:0 9:0 10:5 11:0 12:365 13:1 14:-1 15:0 16:0
0 1:53 2:1 3:0 4:1 5:0 6:-3 7:1 8:0 9:0 10:5 11:0 12:1666 13:1 14:-1 15:0 16:0
0 1:36 2:6 3:2 4:1 5:0 6:506 7:0 8:0 9:0 10:5 11:0 12:577 13:1 14:-1 15:0 16:0
0 1:37 2:6 3:1 4:1 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:137 13:1 14:-1 15:0 16:0
0 1:44 2:7 3:2 4:1 5:0 6:2586 7:0 8:0 9:0 10:5 11:0 12:160 13:1 14:-1 15:0 16:0
0 1:50 2:0 3:0 4:1 5:0 6:49 7:0 8:0 9:0 10:5 11:0 12:180 13:2 14:-1 15:0 16:0
0 1:60 2:3 3:0 4:2 5:0 6:104 7:0 8:0 9:0 10:5 11:0 12:22 13:1 14:-1 15:0 16:0
0 1:54 2:5 3:0 4:1 5:0 6:529 7:0 8:0 9:0 10:5 11:0 12:1492 13:1 14:-1 15:0 16:0
0 1:58 2:5 3:0 4:2 5:0 6:96 7:0 8:0 9:0 10:5 11:0 12:616 13:1 14:-1 15:0 16:0
0 1:36 2:6 3:1 4:3 5:0 6:-171 7:0 8:0 9:0 10:5 11:0 12:242 13:1 14:-1 15:0 16:0
0 1:58 2:8 3:0 4:0 5:0 6:-364 7:0 8:0 9:0 10:5 11:0 12:355 13:1 14:-1 15:0 16:0
0 1:44 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:225 13:2 14:-1 15:0 16:0
0 1:55 2:1 3:2 4:1 5:0 6:0 7:1 8:0 9:0 10:5 11:0 12:160 13:1 14:-1 15:0 16:0
0 1:29 2:0 3:1 4:0 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:363 13:1 14:-1 15:0 16:0
0 1:54 2:3 3:0 4:1 5:0 6:1291 7:0 8:0 9:0 10:5 11:0 12:266 13:1 14:-1 15:0 16:0
0 1:48 2:0 3:2 4:0 5:0 6:-244 7:0 8:0 9:0 10:5 11:0 12:253 13:1 14:-1 15:0 16:0
0 1:32 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:179 13:1 14:-1 15:0 16:0
0 1:42 2:6 3:1 4:1 5:0 6:-76 7:0 8:0 9:0 10:5 11:0 12:787 13:1 14:-1 15:0 16:0
0 1:24 2:1 3:1 4:1 5:0 6:-103 7:0 8:1 9:0 10:5 11:0 12:145 13:1 14:-1 15:0 16:0
0 1:38 2:2 3:1 4:0 5:0 6:243 7:1 8:1 9:0 10:5 11:0 12:174 13:1 14:-1 15:0 16:0
0 1:38 2:0 3:1 4:0 5:0 6:424 7:0 8:0 9:0 10:5 11:0 12:104 13:1 14:-1 15:0 16:0
0 1:47 2:3 3:0 4:2 5:0 6:306 7:0 8:0 9:0 10:5 11:0 12:13 13:1 14:-1 15:0 16:0
0 1:40 2:3 3:1 4:2 5:0 6:24 7:0 8:0 9:0 10:5 11:0 12:185 13:1 14:-1 15:0 16:0
0 1:46 2:7 3:0 4:3 5:0 6:179 7:0 8:0 9:0 10:5 11:0 12:1778 13:1 14:-1 15:0 16:0
0 1:32 2:6 3:0 4:0 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:138 13:1 14:-1 15:0 16:0
0 1:53 2:1 3:2 4:1 5:0 6:989 7:0 8:0 9:0 10:5 11:0 12:812 13:1 14:-1 15:0 16:0
0 1:57 2:3 3:0 4:3 5:0 6:249 7:0 8:0 9:0 10:5 11:0 12:164 13:1 14:-1 15:0 16:0
0 1:33 2:7 3:0 4:1 5:0 6:790 7:0 8:0 9:0 10:5 11:0 12:391 13:1 14:-1 15:0 16:0
0 1:49 2:3 3:0 4:2 5:0 6:154 7:0 8:0 9:0 10:5 11:0 12:357 13:1 14:-1 15:0 16:0
0 1:51 2:0 3:0 4:0 5:0 6:6530 7:0 8:0 9:0 10:5 11:0 12:91 13:1 14:-1 15:0 16:0
0 1:60 2:5 3:0 4:0 5:0 6:100 7:1 8:0 9:0 10:5 11:0 12:528 13:1 14:-1 15:0 16:0
0 1:59 2:0 3:2 4:0 5:0 6:59 7:0 8:0 9:0 10:5 11:0 12:273 13:1 14:-1 15:0 16:0
0 1:55 2:1 3:0 4:1 5:0 6:1205 7:0 8:0 9:0 10:5 11:0 12:158 13:2 14:-1 15:0 16:0
0 1:35 2:3 3:1 4:1 5:0 6:12223 7:0 8:1 9:0 10:5 11:0 12:177 13:1 14:-1 15:0 16:0
0 1:57 2:3 3:0 4:1 5:0 6:5935 7:0 8:1 9:0 10:5 11:0 12:258 13:1 14:-1 15:0 16:0
0 1:31 2:7 3:0 4:1 5:0 6:25 7:0 8:1 9:0 10:5 11:0 12:172 13:1 14:-1 15:0 16:0
0 1:54 2:0 3:0 4:1 5:0 6:282 7:0 8:1 9:0 10:5 11:0 12:154 13:1 14:-1 15:0 16:0
0 1:55 2:3 3:0 4:3 5:0 6:23 7:0 8:0 9:0 10:5 11:0 12:291 13:1 14:-1 15:0 16:0
0 1:43 2:1 3:0 4:1 5:0 6:1937 7:0 8:0 9:0 10:5 11:0 12:181 13:1 14:-1 15:0 16:0
0 1:53 2:1 3:0 4:1 5:0 6:384 7:0 8:0 9:0 10:5 11:0 12:176 13:1 14:-1 15:0 16:0
0 1:44 2:3 3:0 4:1 5:0 6:582 7:1 8:1 9:0 10:5 11:0 12:211 13:1 14:-1 15:0 16:0
0 1:55 2:7 3:2 4:1 5:0 6:91 7:1 8:0 9:0 10:5 11:0 12:349 13:1 14:-1 15:0 16:0
0 1:49 2:7 3:2 4:1 5:0 6:0 7:0 8:1 9:0 10:5 11:0 12:272 13:1 14:-1 15:0 16:0
0 1:55 2:7 3:2 4:1 5:1 6:1 7:0 8:0 9:0 10:5 11:0 12:208 13:1 14:-1 15:0 16:0
0 1:45 2:6 3:1 4:1 5:0 6:206 7:0 8:0 9:0 10:5 11:0 12:193 13:1 14:-1 15:0 16:0
0 1:47 2:7 3:2 4:1 5:0 6:164 7:1 8:0 9:0 10:5 11:0 12:212 13:1 14:-1 15:0 16:0
0 1:42 2:1 3:1 4:1 5:0 6:690 7:0 8:0 9:0 10:5 11:0 12:20 13:1 14:-1 15:0 16:0
1 1:59 2:6 3:0 4:1 5:0 6:2343 7:0 8:0 9:0 10:5 11:0 12:1042 13:1 14:-1 15:0 16:0
0 1:46 2:8 3:0 4:0 5:0 6:137 7:0 8:1 9:0 10:5 11:0 12:246 13:1 14:-1 15:0 16:0
0 1:51 2:3 3:0 4:3 5:0 6:173 7:0 8:0 9:0 10:5 11:0 12:529 13:2 14:-1 15:0 16:0
1 1:56 2:6 3:0 4:1 5:0 6:45 7:1 8:0 9:0 10:5 11:0 12:1467 13:1 14:-1 15:0 16:0
1 1:41 2:1 3:0 4:1 5:0 6:1270 7:0 8:0 9:0 10:5 11:0 12:1389 13:1 14:-1 15:0 16:0
0 1:46 2:0 3:2 4:1 5:0 6:16 7:0 8:1 9:0 10:5 11:0 12:188 13:2 14:-1 15:0 16:0
0 1:57 2:5 3:0 4:1 5:0 6:486 7:0 8:0 9:0 10:5 11:0 12:180 13:2 14:-1 15:0 16:0
0 1:42 2:0 3:1 4:1 5:0 6:50 7:1 8:0 9:0 10:5 11:0 12:48 13:1 14:-1 15:0 16:0
0 1:30 2:1 3:0 4:1 5:0 6:152 7:0 8:1 9:0 10:5 11:0 12:213 13:2 14:-1 15:0 16:0
0 1:60 2:6 3:0 4:1 5:0 6:290 7:0 8:0 9:0 10:5 11:0 12:583 13:1 14:-1 15:0 16:0
0 1:60 2:3 3:0 4:2 5:0 6:54 7:0 8:0 9:0 10:5 11:0 12:221 13:1 14:-1 15:0 16:0
0 1:57 2:2 3:2 4:1 5:0 6:-37 7:1 8:0 9:0 10:5 11:0 12:173 13:1 14:-1 15:0 16:0
0 1:36 2:0 3:0 4:0 5:0 6:101 7:0 8:1 9:0 10:5 11:0 12:426 13:1 14:-1 15:0 16:0
0 1:55 2:3 3:0 4:1 5:0 6:383 7:1 8:0 9:0 10:5 11:0 12:287 13:1 14:-1 15:0 16:0
0 1:60 2:5 3:0 4:0 5:0 6:81 7:0 8:0 9:0 10:5 11:0 12:101 13:1 14:-1 15:0 16:0
0 1:39 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:203 13:1 14:-1 15:0 16:0
0 1:46 2:0 3:0 4:0 5:0 6:229 7:0 8:0 9:0 10:5 11:0 12:197 13:1 14:-1 15:0 16:0
0 1:44 2:3 3:0 4:1 5:0 6:-674 7:0 8:0 9:0 10:5 11:0 12:257 13:1 14:-1 15:0 16:0
0 1:53 2:3 3:0 4:3 5:0 6:90 7:1 8:0 9:0 10:5 11:0 12:124 13:1 14:-1 15:0 16:0
0 1:52 2:3 3:0 4:3 5:0 6:128 7:0 8:0 9:0 10:5 11:0 12:229 13:1 14:-1 15:0 16:0
0 1:59 2:3 3:0 4:3 5:0 6:179 7:0 8:0 9:0 10:5 11:0 12:55 13:3 14:-1 15:0 16:0
0 1:27 2:1 3:1 4:0 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:400 13:1 14:-1 15:0 16:0
0 1:44 2:3 3:0 4:1 5:0 6:54 7:0 8:0 9:0 10:5 11:0 12:197 13:1 14:-1 15:0 16:0
0 1:47 2:1 3:0 4:0 5:0 6:151 7:0 8:0 9:0 10:5 11:0 12:190 13:1 14:-1 15:0 16:0
0 1:34 2:6 3:0 4:1 5:0 6:61 7:1 8:1 9:0 10:5 11:0 12:21 13:1 14:-1 15:0 16:0
0 1:59 2:5 3:1 4:1 5:0 6:30 7:0 8:0 9:0 10:5 11:0 12:514 13:1 14:-1 15:0 16:0
0 1:45 2:0 3:0 4:0 5:0 6:523 7:0 8:0 9:0 10:5 11:0 12:849 13:2 14:-1 15:0 16:0
0 1:29 2:7 3:2 4:1 5:0 6:31 7:0 8:0 9:0 10:5 11:0 12:194 13:1 14:-1 15:0 16:0
0 1:46 2:1 3:2 4:1 5:0 6:79 7:1 8:0 9:0 10:5 11:0 12:144 13:1 14:-1 15:0 16:0
0 1:56 2:8 3:0 4:3 5:0 6:-34 7:0 8:1 9:0 10:5 11:0 12:212 13:2 14:-1 15:0 16:0
0 1:36 2:3 3:0 4:3 5:0 6:448 7:0 8:0 9:0 10:5 11:0 12:286 13:1 14:-1 15:0 16:0
0 1:59 2:5 3:2 4:3 5:0 6:81 7:0 8:0 9:0 10:5 11:0 12:107 13:1 14:-1 15:0 16:0
0 1:44 2:3 3:0 4:1 5:0 6:144 7:0 8:0 9:0 10:5 11:0 12:247 13:2 14:-1 15:0 16:0
0 1:41 2:6 3:0 4:1 5:0 6:351 7:0 8:0 9:0 10:5 11:0 12:518 13:1 14:-1 15:0 16:0
0 1:33 2:0 3:1 4:0 5:0 6:-67 7:0 8:0 9:0 10:5 11:0 12:364 13:1 14:-1 15:0 16:0
0 1:59 2:0 3:2 4:0 5:0 6:262 7:1 8:0 9:0 10:5 11:0 12:178 13:1 14:-1 15:0 16:0
0 1:57 2:1 3:0 4:3 5:0 6:0 7:1 8:0 9:0 10:5 11:0 12:98 13:1 14:-1 15:0 16:0
0 1:56 2:1 3:2 4:2 5:0 6:56 7:0 8:0 9:0 10:5 11:0 12:439 13:1 14:-1 15:0 16:0
0 1:51 2:3 3:0 4:1 5:0 6:26 7:0 8:0 9:0 10:5 11:0 12:79 13:1 14:-1 15:0 16:0
0 1:34 2:6 3:0 4:2 5:0 6:3 7:0 8:0 9:0 10:5 11:0 12:120 13:3 14:-1 15:0 16:0
0 1:43 2:7 3:0 4:1 5:0 6:41 7:0 8:1 9:0 10:5 11:0 12:127 13:2 14:-1 15:0 16:0
0 1:52 2:1 3:0 4:0 5:0 6:7 7:1 8:1 9:0 10:5 11:0 12:175 13:1 14:-1 15:0 16:0
0 1:33 2:1 3:1 4:1 5:0 6:105 7:0 8:0 9:0 10:5 11:0 12:262 13:2 14:-1 15:0 16:0
0 1:29 2:6 3:1 4:1 5:0 6:818 7:0 8:1 9:0 10:5 11:0 12:61 13:1 14:-1 15:0 16:0
0 1:34 2:7 3:0 4:1 5:0 6:-16 7:0 8:1 9:0 10:5 11:0 12:78 13:1 14:-1 15:0 16:0
0 1:31 2:3 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:143 13:1 14:-1 15:0 16:0
1 1:55 2:7 3:0 4:1 5:0 6:2476 7:0 8:0 9:0 10:5 11:0 12:579 13:1 14:-1 15:0 16:0
0 1:55 2:0 3:0 4:2 5:0 6:1185 7:1 8:0 9:0 10:5 11:0 12:677 13:1 14:-1 15:0 16:0
0 1:32 2:6 3:1 4:1 5:0 6:217 7:0 8:0 9:0 10:5 11:0 12:345 13:1 14:-1 15:0 16:0
0 1:38 2:1 3:1 4:1 5:0 6:1685 7:0 8:0 9:0 10:5 11:0 12:185 13:1 14:-1 15:0 16:0
0 1:55 2:6 3:1 4:1 5:0 6:802 7:0 8:1 9:0 10:5 11:0 12:100 13:2 14:-1 15:0 16:0
0 1:28 2:9 3:1 4:0 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:125 13:2 14:-1 15:0 16:0
0 1:23 2:3 3:0 4:1 5:0 6:94 7:0 8:0 9:0 10:5 11:0 12:193 13:1 14:-1 15:0 16:0
0 1:32 2:1 3:1 4:1 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:136 13:1 14:-1 15:0 16:0
0 1:43 2:7 3:1 4:2 5:0 6:0 7:1 8:0 9:0 10:5 11:0 12:73 13:1 14:-1 15:0 16:0
0 1:32 2:3 3:0 4:1 5:0 6:517 7:0 8:0 9:0 10:5 11:0 12:528 13:1 14:-1 15:0 16:0
0 1:46 2:3 3:0 4:1 5:0 6:265 7:0 8:0 9:0 10:5 11:0 12:541 13:1 14:-1 15:0 16:0
0 1:53 2:10 3:2 4:3 5:0 6:947 7:0 8:0 9:0 10:5 11:0 12:163 13:1 14:-1 15:0 16:0
0 1:34 2:8 3:1 4:1 5:0 6:3 7:0 8:0 9:0 10:5 11:0 12:301 13:1 14:-1 15:0 16:0
0 1:57 2:9 3:0 4:0 5:0 6:42 7:1 8:0 9:0 10:5 11:0 12:46 13:1 14:-1 15:0 16:0
0 1:37 2:3 3:0 4:1 5:0 6:37 7:0 8:0 9:0 10:5 11:0 12:204 13:1 14:-1 15:0 16:0
0 1:59 2:3 3:0 4:1 5:0 6:57 7:0 8:0 9:0 10:5 11:0 12:98 13:1 14:-1 15:0 16:0
0 1:33 2:7 3:0 4:1 5:0 6:22 7:0 8:0 9:0 10:5 11:0 12:71 13:1 14:-1 15:0 16:0
0 1:56 2:3 3:2 4:3 5:0 6:8 7:0 8:0 9:0 10:5 11:0 12:157 13:2 14:-1 15:0 16:0
0 1:48 2:9 3:0 4:1 5:0 6:293 7:0 8:0 9:0 10:5 11:0 12:243 13:1 14:-1 15:0 16:0
0 1:43 2:7 3:0 4:3 5:0 6:3 7:0 8:0 9:0 10:5 11:0 12:186 13:2 14:-1 15:0 16:0
0 1:54 2:3 3:0 4:3 5:0 6:348 7:0 8:0 9:0 10:5 11:0 12:579 13:2 14:-1 15:0 16:0
0 1:51 2:3 3:0 4:2 5:0 6:-19 7:0 8:0 9:0 10:5 11:0 12:163 13:2 14:-1 15:0 16:0
0 1:26 2:11 3:1 4:1 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:610 13:2 14:-1 15:0 16:0
0 1:40 2:0 3:0 4:0 5:0 6:-4 7:0 8:0 9:0 10:5 11:0 12:2033 13:1 14:-1 15:0 16:0
0 1:39 2:0 3:0 4:1 5:0 6:18 7:0 8:0 9:0 10:5 11:0 12:85 13:1 14:-1 15:0 16:0
0 1:50 2:1 3:0 4:3 5:0 6:139 7:1 8:0 9:0 10:5 11:0 12:114 13:2 14:-1 15:0 16:0
0 1:41 2:7 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:114 13:2 14:-1 15:0 16:0
0 1:51 2:3 3:0 4:2 5:0 6:1883 7:0 8:0 9:0 10:5 11:0 12:57 13:1 14:-1 15:0 16:0
0 1:60 2:5 3:2 4:1 5:0 6:216 7:0 8:0 9:0 10:5 11:0 12:238 13:1 14:-1 15:0 16:0
0 1:52 2:3 3:0 4:1 5:0 6:782 7:0 8:0 9:0 10:5 11:0 12:93 13:3 14:-1 15:0 16:0
0 1:48 2:3 3:0 4:1 5:0 6:904 7:0 8:0 9:0 10:5 11:0 12:128 13:2 14:-1 15:0 16:0
0 1:48 2:7 3:0 4:2 5:0 6:1705 7:0 8:0 9:0 10:5 11:0 12:107 13:1 14:-1 15:0 16:0
0 1:39 2:1 3:1 4:0 5:0 6:47 7:0 8:0 9:0 10:5 11:0 12:181 13:1 14:-1 15:0 16:0
0 1:47 2:7 3:1 4:1 5:0 6:176 7:0 8:0 9:0 10:5 11:0 12:303 13:2 14:-1 15:0 16:0
0 1:40 2:3 3:0 4:1 5:0 6:1225 7:0 8:0 9:0 10:5 11:0 12:558 13:5 14:-1 15:0 16:0
0 1:45 2:1 3:0 4:1 5:0 6:86 7:0 8:0 9:0 10:5 11:0 12:270 13:1 14:-1 15:0 16:0
0 1:26 2:6 3:1 4:1 5:0 6:82 7:0 8:0 9:0 10:5 11:0 12:228 13:1 14:-1 15:0 16:0
0 1:52 2:0 3:0 4:0 5:0 6:271 7:0 8:0 9:0 10:5 11:0 12:99 13:1 14:-1 15:0 16:0
0 1:54 2:1 3:0 4:1 5:0 6:1378 7:0 8:0 9:0 10:5 11:0 12:240 13:1 14:-1 15:0 16:0
1 1:54 2:6 3:0 4:0 5:0 6:184 7:1 8:0 9:0 10:5 11:0 12:673 13:2 14:-1 15:0 16:0
0 1:50 2:3 3:0 4:3 5:0 6:0 7:1 8:0 9:0 10:5 11:0 12:233 13:3 14:-1 15:0 16:0
0 1:35 2:3 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:1056 13:1 14:-1 15:0 16:0
0 1:44 2:7 3:0 4:1 5:0 6:1357 7:0 8:1 9:0 10:5 11:0 12:250 13:1 14:-1 15:0 16:0
0 1:53 2:2 3:0 4:2 5:0 6:19 7:0 8:0 9:0 10:5 11:0 12:252 13:1 14:-1 15:0 16:0
0 1:35 2:5 3:1 4:3 5:0 6:434 7:1 8:0 9:0 10:5 11:0 12:138 13:1 14:-1 15:0 16:0
0 1:60 2:6 3:2 4:1 5:0 6:92 7:0 8:0 9:0 10:5 11:0 12:130 13:1 14:-1 15:0 16:0
0 1:53 2:6 3:2 4:1 5:0 6:1151 7:0 8:0 9:0 10:5 11:0 12:412 13:1 14:-1 15:0 16:0
0 1:48 2:9 3:0 4:1 5:0 6:41 7:0 8:0 9:0 10:5 11:0 12:179 13:2 14:-1 15:0 16:0
0 1:34 2:1 3:0 4:1 5:0 6:51 7:0 8:0 9:0 10:5 11:0 12:19 13:2 14:-1 15:0 16:0
0 1:54 2:7 3:0 4:1 5:0 6:214 7:0 8:0 9:0 10:5 11:0 12:458 13:2 14:-1 15:0 16:0
0 1:51 2:0 3:0 4:1 5:0 6:1161 7:0 8:0 9:0 10:5 11:0 12:717 13:1 14:-1 15:0 16:0
0 1:31 2:7 3:0 4:0 5:0 6:37 7:0 8:0 9:0 10:5 11:0 12:313 13:1 14:-1 15:0 16:0
0 1:35 2:1 3:2 4:1 5:0 6:787 7:0 8:0 9:0 10:5 11:0 12:683 13:2 14:-1 15:0 16:0
0 1:35 2:7 3:0 4:1 5:0 6:59 7:0 8:0 9:0 10:5 11:0 12:1077 13:1 14:-1 15:0 16:0
0 1:38 2:1 3:0 4:1 5:0 6:253 7:0 8:0 9:0 10:5 11:0 12:416 13:1 14:-1 15:0 16:0
0 1:36 2:6 3:0 4:0 5:0 6:211 7:0 8:0 9:0 10:5 11:0 12:146 13:2 14:-1 15:0 16:0
0 1:58 2:5 3:0 4:3 5:0 6:235 7:0 8:0 9:0 10:5 11:0 12:167 13:1 14:-1 15:0 16:0
0 1:40 2:7 3:2 4:2 5:0 6:4384 7:0 8:0 9:0 10:5 11:0 12:315 13:1 14:-1 15:0 16:0
0 1:54 2:0 3:0 4:1 5:0 6:4080 7:1 8:0 9:0 10:5 11:0 12:140 13:1 14:-1 15:0 16:0
0 1:34 2:3 3:1 4:1 5:0 6:53 7:0 8:1 9:0 10:5 11:0 12:346 13:1 14:-1 15:0 16:0
0 1:31 2:0 3:1 4:0 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:562 13:1 14:-1 15:0 16:0
0 1:51 2:5 3:0 4:1 5:0 6:2127 7:0 8:0 9:0 10:5 11:0 12:172 13:1 14:-1 15:0 16:0
0 1:33 2:0 3:0 4:0 5:0 6:377 7:0 8:0 9:0 10:5 11:0 12:217 13:1 14:-1 15:0 16:0
0 1:55 2:0 3:0 4:0 5:0 6:73 7:0 8:0 9:0 10:5 11:0 12:142 13:2 14:-1 15:0 16:0
0 1:42 2:6 3:0 4:1 5:0 6:445 7:0 8:0 9:0 10:5 11:0 12:67 13:1 14:-1 15:0 16:0
0 1:34 2:3 3:0 4:1 5:0 6:243 7:0 8:0 9:0 10:5 11:0 12:291 13:1 14:-1 15:0 16:0
0 1:33 2:3 3:1 4:1 5:0 6:307 7:0 8:0 9:0 10:5 11:0 12:309 13:2 14:-1 15:0 16:0
0 1:38 2:7 3:0 4:1 5:0 6:155 7:0 8:0 9:0 10:5 11:0 12:248 13:1 14:-1 15:0 16:0
0 1:50 2:1 3:2 4:0 5:0 6:173 7:1 8:1 9:0 10:5 11:0 12:98 13:1 14:-1 15:0 16:0
0 1:43 2:0 3:0 4:0 5:0 6:400 7:0 8:0 9:0 10:5 11:0 12:256 13:1 14:-1 15:0 16:0
0 1:61 2:3 3:2 4:3 5:0 6:1428 7:0 8:0 9:0 10:5 11:0 12:82 13:2 14:-1 15:0 16:0
0 1:47 2:6 3:0 4:1 5:0 6:219 7:0 8:0 9:0 10:5 11:0 12:577 13:1 14:-1 15:0 16:0
0 1:48 2:8 3:0 4:0 5:0 6:7 7:0 8:0 9:0 10:5 11:0 12:286 13:1 14:-1 15:0 16:0
0 1:44 2:3 3:0 4:1 5:0 6:575 7:0 8:0 9:0 10:5 11:0 12:477 13:1 14:-1 15:0 16:0
0 1:35 2:11 3:1 4:2 5:0 6:298 7:0 8:0 9:0 10:5 11:0 12:611 13:2 14:-1 15:0 16:0
0 1:35 2:7 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:5 11:0 12:471 13:1 14:-1 15:0 16:0
0 1:50 2:7 3:0 4:1 5:0 6:5699 7:0 8:0 9:0 10:5 11:0 12:381 13:2 14:-1 15:0 16:0
0 1:41 2:0 3:0 4:0 5:0 6:176 7:0 8:1 9:0 10:5 11:0 12:42 13:1 14:-1 15:0 16:0
0 1:41 2:0 3:0 4:0 5:0 6:517 7:0 8:0 9:0 10:5 11:0 12:251 13:1 14:-1 15:0 16:0
